[2022-03-10 10:13:19,809] log.py->message():118 -- MESSAGE -- Initialized logging
[2022-03-10 10:15:42,020] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[7].specular'
[2022-03-10 10:15:42,020] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[0].position'
[2022-03-10 10:15:42,020] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[1].position'
[2022-03-10 10:15:42,020] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[2].position'
[2022-03-10 10:15:42,020] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[3].position'
[2022-03-10 10:15:42,028] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[4].position'
[2022-03-10 10:15:42,030] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[5].position'
[2022-03-10 10:15:42,030] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[6].position'
[2022-03-10 10:15:42,031] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[7].position'
[2022-03-10 10:15:42,031] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[0].halfVector'
[2022-03-10 10:15:42,031] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[1].halfVector'
[2022-03-10 10:15:42,031] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[2].halfVector'
[2022-03-10 10:15:42,031] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[3].halfVector'
[2022-03-10 10:15:42,031] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[4].halfVector'
[2022-03-10 10:15:42,031] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[5].halfVector'
[2022-03-10 10:15:42,031] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[6].halfVector'
[2022-03-10 10:15:42,031] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[7].halfVector'
[2022-03-10 10:15:42,031] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[0].spotDirection'
[2022-03-10 10:15:42,038] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[1].spotDirection'
[2022-03-10 10:15:42,038] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[2].spotDirection'
[2022-03-10 10:15:42,039] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[3].spotDirection'
[2022-03-10 10:15:42,040] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[4].spotDirection'
[2022-03-10 10:15:42,040] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[5].spotDirection'
[2022-03-10 10:15:42,040] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[6].spotDirection'
[2022-03-10 10:15:42,040] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[7].spotDirection'
[2022-03-10 10:15:42,040] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[0].spotExponent'
[2022-03-10 10:15:42,040] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[1].spotExponent'
[2022-03-10 10:15:42,040] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[2].spotExponent'
[2022-03-10 10:15:42,040] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[3].spotExponent'
[2022-03-10 10:15:42,040] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[4].spotExponent'
[2022-03-10 10:15:42,046] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[5].spotExponent'
[2022-03-10 10:15:42,047] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[6].spotExponent'
[2022-03-10 10:15:42,048] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[7].spotExponent'
[2022-03-10 10:15:42,049] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[0].spotCutoff'
[2022-03-10 10:15:42,049] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[1].spotCutoff'
[2022-03-10 10:15:42,049] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[2].spotCutoff'
[2022-03-10 10:15:42,051] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[3].spotCutoff'
[2022-03-10 10:15:42,051] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[4].spotCutoff'
[2022-03-10 10:15:42,051] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[5].spotCutoff'
[2022-03-10 10:15:42,052] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[6].spotCutoff'
[2022-03-10 10:15:42,052] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[7].spotCutoff'
[2022-03-10 10:15:42,052] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[0].spotCosCutoff'
[2022-03-10 10:15:42,052] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[1].spotCosCutoff'
[2022-03-10 10:15:42,052] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[2].spotCosCutoff'
[2022-03-10 10:15:42,052] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[3].spotCosCutoff'
[2022-03-10 10:15:42,052] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[4].spotCosCutoff'
[2022-03-10 10:15:42,052] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[5].spotCosCutoff'
[2022-03-10 10:15:42,052] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[6].spotCosCutoff'
[2022-03-10 10:15:42,052] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[7].spotCosCutoff'
[2022-03-10 10:15:42,052] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[0].constantAttenuation'
[2022-03-10 10:15:42,052] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[1].constantAttenuation'
[2022-03-10 10:15:42,052] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[2].constantAttenuation'
[2022-03-10 10:15:42,052] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[3].constantAttenuation'
[2022-03-10 10:15:42,052] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[4].constantAttenuation'
[2022-03-10 10:15:42,052] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[5].constantAttenuation'
[2022-03-10 10:15:42,052] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[6].constantAttenuation'
[2022-03-10 10:15:42,058] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[7].constantAttenuation'
[2022-03-10 10:15:42,058] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[0].linearAttenuation'
[2022-03-10 10:15:42,058] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[1].linearAttenuation'
[2022-03-10 10:15:42,058] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[2].linearAttenuation'
[2022-03-10 10:15:42,059] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[3].linearAttenuation'
[2022-03-10 10:15:42,059] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[4].linearAttenuation'
[2022-03-10 10:15:42,059] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[5].linearAttenuation'
[2022-03-10 10:15:42,059] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[6].linearAttenuation'
[2022-03-10 10:15:42,061] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[7].linearAttenuation'
[2022-03-10 10:15:42,061] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[0].quadraticAttenuation'
[2022-03-10 10:15:42,062] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[1].quadraticAttenuation'
[2022-03-10 10:15:42,063] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[2].quadraticAttenuation'
[2022-03-10 10:15:42,064] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[3].quadraticAttenuation'
[2022-03-10 10:15:42,065] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[4].quadraticAttenuation'
[2022-03-10 10:15:42,065] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[5].quadraticAttenuation'
[2022-03-10 10:15:42,065] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[6].quadraticAttenuation'
[2022-03-10 10:15:42,065] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[7].quadraticAttenuation'
[2022-03-10 10:15:42,065] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_FrontLightModelProduct.sceneColor'
[2022-03-10 10:15:42,068] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_FrontMaterial.emission'
[2022-03-10 10:15:42,068] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_FrontMaterial.ambient'
[2022-03-10 10:15:42,068] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_FrontMaterial.diffuse'
[2022-03-10 10:15:42,068] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_FrontMaterial.specular'
[2022-03-10 10:15:42,068] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_FrontMaterial.shininess'
[2022-03-10 10:15:42,068] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_ModelViewProjectionMatrix'
[2022-03-10 10:15:42,068] log.py->debug():97 -- DEBUG -- VectorUniform(ambient) = [0. 0. 0.]
[2022-03-10 10:15:42,068] log.py->debug():97 -- DEBUG -- VectorUniform(diffuse) = [0. 0. 0. 0.]
[2022-03-10 10:15:42,068] log.py->debug():97 -- DEBUG -- VectorUniform(emissive) = [0. 0. 0.]
[2022-03-10 10:15:42,068] log.py->debug():97 -- DEBUG -- VectorUniform(specular) = [0. 0. 0. 0.]
[2022-03-10 10:15:42,073] log.py->debug():97 -- DEBUG -- Loading binary mesh C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/teeth/teeth_base/teeth_base.npz.
[2022-03-10 10:15:42,212] log.py->debug():97 -- DEBUG -- NPZ-File: maxmimum number of faces for one vertex: 5
[2022-03-10 10:15:42,230] log.py->debug():97 -- DEBUG -- remapping weights for proxy Teeth_Base
[2022-03-10 10:15:42,338] log.py->debug():97 -- DEBUG -- remapping weights for Teeth_Base took 0.08929 seconds
[2022-03-10 10:15:42,531] log.py->message():118 -- MESSAGE -- Selecting proxy file "C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/hair/short01/short01.mhpxy" from hair library.
[2022-03-10 10:15:42,531] log.py->debug():97 -- DEBUG -- Loading binary proxy C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/hair/short01/short01.mhpxy.
[2022-03-10 10:15:42,595] log.py->debug():97 -- DEBUG -- Loading proxy file: C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/hair/short01/short01.mhpxy.
[2022-03-10 10:15:42,658] log.py->debug():97 -- DEBUG -- Loading material from file C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/hair/short01/short01.mhmat
[2022-03-10 10:15:42,690] log.py->debug():97 -- DEBUG -- Loading binary mesh C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/hair/short01/short01.npz.
[2022-03-10 10:15:42,808] log.py->debug():97 -- DEBUG -- NPZ-File: maxmimum number of faces for one vertex: 5
[2022-03-10 10:15:42,864] log.py->debug():97 -- DEBUG -- remapping weights for proxy short01
[2022-03-10 10:15:43,014] log.py->debug():97 -- DEBUG -- remapping weights for short01 took 0.12087 seconds
[2022-03-10 10:15:43,280] log.py->message():118 -- MESSAGE -- Selecting proxy file "C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/eyelashes/eyelashes02/eyelashes02.mhpxy" from eyelashes library.
[2022-03-10 10:15:43,280] log.py->debug():97 -- DEBUG -- Loading binary proxy C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/eyelashes/eyelashes02/eyelashes02.mhpxy.
[2022-03-10 10:15:43,357] log.py->debug():97 -- DEBUG -- Loading proxy file: C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/eyelashes/eyelashes02/eyelashes02.mhpxy.
[2022-03-10 10:15:43,424] log.py->debug():97 -- DEBUG -- Loading material from file C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/eyelashes/eyelashes02/eyelashes02.mhmat
[2022-03-10 10:15:43,528] log.py->debug():97 -- DEBUG -- Loading binary mesh C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/eyelashes/eyelashes02/eyelashes02.npz.
[2022-03-10 10:15:43,573] log.py->debug():97 -- DEBUG -- NPZ-File: maxmimum number of faces for one vertex: 4
[2022-03-10 10:15:43,603] log.py->debug():97 -- DEBUG -- remapping weights for proxy eyelashes02
[2022-03-10 10:15:43,717] log.py->debug():97 -- DEBUG -- remapping weights for eyelashes02 took 0.11495 seconds
[2022-03-10 10:15:43,821] log.py->debug():97 -- DEBUG -- Loading skeleton from C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/rigs/game_engine.mhskel
[2022-03-10 10:15:44,118] log.py->message():118 -- MESSAGE -- Skeleton Game_engine has 7 weights per vertex.
[2022-03-10 10:15:44,118] log.py->warning():104 -- WARNING -- Bone Root has no resolved references ['Root'], cannot remap an orientation plane
[2022-03-10 10:15:44,216] log.py->warning():104 -- WARNING -- No normal found for bone Root: no reference bones and could not map implicitly by name
[2022-03-10 10:15:44,273] log.py->debug():97 -- DEBUG -- Calculated maximum number of faces for one vertex: 4
[2022-03-10 10:15:44,300] log.py->debug():97 -- DEBUG -- Calculated maximum number of poles for one vertex: 4
[2022-03-10 10:15:44,515] log.py->message():118 -- MESSAGE -- Selecting proxy file "C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/eyebrows/eyebrow008/eyebrow008.mhpxy" from eyebrows library.
[2022-03-10 10:15:44,518] log.py->debug():97 -- DEBUG -- Loading binary proxy C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/eyebrows/eyebrow008/eyebrow008.mhpxy.
[2022-03-10 10:15:44,582] log.py->debug():97 -- DEBUG -- Loading proxy file: C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/eyebrows/eyebrow008/eyebrow008.mhpxy.
[2022-03-10 10:15:44,645] log.py->debug():97 -- DEBUG -- Loading material from file C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/eyebrows/eyebrow008/eyebrow008.mhmat
[2022-03-10 10:15:44,734] log.py->debug():97 -- DEBUG -- Loading binary mesh C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/eyebrows/eyebrow008/eyebrow008.npz.
[2022-03-10 10:15:44,828] log.py->debug():97 -- DEBUG -- NPZ-File: maxmimum number of faces for one vertex: 4
[2022-03-10 10:15:44,839] log.py->debug():97 -- DEBUG -- remapping weights for proxy eyebrow008
[2022-03-10 10:15:45,031] log.py->debug():97 -- DEBUG -- remapping weights for eyebrow008 took 0.18560 seconds
[2022-03-10 10:15:45,197] log.py->message():118 -- MESSAGE -- Selecting proxy file "C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/eyes/high-poly/high-poly.mhpxy" from eyes library.
[2022-03-10 10:15:45,197] log.py->debug():97 -- DEBUG -- Loading binary proxy C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/eyes/high-poly/high-poly.mhpxy.
[2022-03-10 10:15:45,198] log.py->debug():97 -- DEBUG -- Loading proxy file: C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/eyes/high-poly/high-poly.mhpxy.
[2022-03-10 10:15:45,231] log.py->debug():97 -- DEBUG -- Loading material from file C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/eyes/materials/brown.mhmat
[2022-03-10 10:15:45,244] log.py->debug():97 -- DEBUG -- Proxy with UUID 2c12f43b-1303-432c-b7ce-d78346baf2e6 (C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/eyes/high-poly/high-poly.mhpxy) already loaded in eyes library. Skipping.
[2022-03-10 10:15:45,408] log.py->message():118 -- MESSAGE -- Selecting proxy file "C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/clothes/male_casualsuit04/male_casualsuit04.mhpxy" from clothes library.
[2022-03-10 10:15:45,409] log.py->debug():97 -- DEBUG -- Loading binary proxy C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/clothes/male_casualsuit04/male_casualsuit04.mhpxy.
[2022-03-10 10:15:45,459] log.py->debug():97 -- DEBUG -- Loading proxy file: C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/clothes/male_casualsuit04/male_casualsuit04.mhpxy.
[2022-03-10 10:15:45,520] log.py->debug():97 -- DEBUG -- Loading material from file C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/clothes/male_casualsuit04/male_casualsuit04.mhmat
[2022-03-10 10:15:45,631] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_NormalMatrix'
[2022-03-10 10:15:45,631] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_ModelViewProjectionMatrix'
[2022-03-10 10:15:45,631] log.py->debug():97 -- DEBUG -- VectorUniform(AdditiveShading) = [0.]
[2022-03-10 10:15:45,639] log.py->debug():97 -- DEBUG -- VectorUniform(normalmapIntensity) = [1.]
[2022-03-10 10:15:45,639] log.py->debug():97 -- DEBUG -- VectorUniform(AdditiveShading) = [0.]
[2022-03-10 10:15:45,639] log.py->debug():97 -- DEBUG -- VectorUniform(normalmapIntensity) = [1.]
[2022-03-10 10:15:45,644] log.py->debug():97 -- DEBUG -- Loading binary mesh C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/clothes/male_casualsuit04/male_casualsuit04.npz.
[2022-03-10 10:15:45,740] log.py->debug():97 -- DEBUG -- NPZ-File: maxmimum number of faces for one vertex: 5
[2022-03-10 10:15:45,772] log.py->debug():97 -- DEBUG -- remapping weights for proxy male_casualsuit04
[2022-03-10 10:15:45,961] log.py->debug():97 -- DEBUG -- remapping weights for male_casualsuit04 took 0.14960 seconds
[2022-03-10 10:15:46,030] log.py->message():118 -- MESSAGE -- Selecting proxy file "C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/clothes/shoes05/shoes05.mhpxy" from clothes library.
[2022-03-10 10:15:46,038] log.py->debug():97 -- DEBUG -- Loading binary proxy C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/clothes/shoes05/shoes05.mhpxy.
[2022-03-10 10:15:46,101] log.py->debug():97 -- DEBUG -- Loading proxy file: C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/clothes/shoes05/shoes05.mhpxy.
[2022-03-10 10:15:46,130] log.py->debug():97 -- DEBUG -- Loading material from file C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/clothes/shoes05/shoes05.mhmat
[2022-03-10 10:15:46,467] log.py->message():118 -- MESSAGE -- Loaded vertex weights Shoes05 weights from file C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/clothes/shoes05/shoes05.mhw
[2022-03-10 10:15:46,517] log.py->debug():97 -- DEBUG -- Loading binary mesh C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/clothes/shoes05/shoes05.npz.
[2022-03-10 10:15:46,563] log.py->debug():97 -- DEBUG -- NPZ-File: maxmimum number of faces for one vertex: 5
[2022-03-10 10:15:46,692] log.py->debug():97 -- DEBUG -- Loading material from file C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/skins/default.mhmat
[2022-03-10 10:15:46,728] log.py->debug():97 -- DEBUG -- Loading material from file C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/hair/short01/short01.mhmat
[2022-03-10 10:15:46,738] log.py->debug():97 -- DEBUG -- Loading material from file C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/eyes/materials/brown.mhmat
[2022-03-10 10:15:46,749] log.py->debug():97 -- DEBUG -- Loading material from file C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/eyebrows/eyebrow008/eyebrow008.mhmat
[2022-03-10 10:15:46,754] log.py->debug():97 -- DEBUG -- Loading material from file C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/eyelashes/eyelashes02/eyelashes02.mhmat
[2022-03-10 10:15:46,764] log.py->debug():97 -- DEBUG -- Loading material from file C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/teeth/materials/teeth.mhmat
[2022-03-10 10:15:46,777] log.py->debug():97 -- DEBUG -- Loading material from file C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/tongue/tongue01/tongue01.mhmat
[2022-03-10 10:15:46,791] log.py->debug():97 -- DEBUG -- Finalizing MHM loading.
[2022-03-10 10:15:46,791] log.py->debug():97 -- DEBUG -- Clothes library: updating face masks (face hiding enabled).
[2022-03-10 10:15:46,802] log.py->debug():97 -- DEBUG -- 0 faces masked for male_casualsuit04.obj
[2022-03-10 10:15:46,802] log.py->debug():97 -- DEBUG -- Loaded 5026 deleted verts (5084 faces) from male_casualsuit04 proxy.
[2022-03-10 10:15:46,812] log.py->debug():97 -- DEBUG -- 0 faces masked for shoes05.obj
[2022-03-10 10:15:46,814] log.py->debug():97 -- DEBUG -- Loaded 3206 deleted verts (3150 faces) from shoes05 proxy.
[2022-03-10 10:15:46,825] log.py->debug():97 -- DEBUG -- 7980 faces masked for base.obj
[2022-03-10 10:15:48,949] log.py->debug():97 -- DEBUG -- Updating skeleton joint positions
[2022-03-10 10:15:49,171] log.py->debug():97 -- DEBUG -- Done baking animations
[2022-03-10 10:15:49,280] log.py->message():118 -- MESSAGE -- Done loading MHM file.
[2022-03-10 10:15:49,300] log.py->debug():97 -- DEBUG -- Reloading texture for dynamic image data/litspheres/adaptive_skin_tone.png.
[2022-03-10 10:15:49,303] log.py->debug():97 -- DEBUG -- initTexture: 256, 256, False
[2022-03-10 10:15:49,349] log.py->debug():97 -- DEBUG -- VectorUniform(ambient) = [0. 0. 0.]
[2022-03-10 10:15:49,349] log.py->debug():97 -- DEBUG -- VectorUniform(diffuse) = [0. 0. 0. 0.]
[2022-03-10 10:15:49,349] log.py->debug():97 -- DEBUG -- VectorUniform(emissive) = [0. 0. 0.]
[2022-03-10 10:15:49,349] log.py->debug():97 -- DEBUG -- VectorUniform(specular) = [0. 0. 0. 0.]
[2022-03-10 10:15:49,349] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_NormalMatrix'
[2022-03-10 10:15:49,349] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_ModelViewMatrix'
[2022-03-10 10:15:49,349] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[0].ambient'
[2022-03-10 10:15:49,349] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[1].ambient'
[2022-03-10 10:15:49,349] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[2].ambient'
[2022-03-10 10:15:49,349] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[3].ambient'
[2022-03-10 10:15:49,349] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[4].ambient'
[2022-03-10 10:15:49,349] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[5].ambient'
[2022-03-10 10:15:49,358] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[6].ambient'
[2022-03-10 10:15:49,358] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[7].ambient'
[2022-03-10 10:15:49,359] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[0].diffuse'
[2022-03-10 10:15:49,359] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[1].diffuse'
[2022-03-10 10:15:49,359] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[2].diffuse'
[2022-03-10 10:15:49,360] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[3].diffuse'
[2022-03-10 10:15:49,361] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[4].diffuse'
[2022-03-10 10:15:49,361] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[5].diffuse'
[2022-03-10 10:15:49,362] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[6].diffuse'
[2022-03-10 10:15:49,362] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[7].diffuse'
[2022-03-10 10:15:49,362] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[0].specular'
[2022-03-10 10:15:49,363] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[1].specular'
[2022-03-10 10:15:49,363] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[2].specular'
[2022-03-10 10:15:49,363] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[3].specular'
[2022-03-10 10:15:49,363] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[4].specular'
[2022-03-10 10:15:49,363] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[5].specular'
[2022-03-10 10:15:49,363] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[6].specular'
[2022-03-10 10:15:49,367] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[7].specular'
[2022-03-10 10:15:49,367] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[0].position'
[2022-03-10 10:15:49,367] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[1].position'
[2022-03-10 10:15:49,369] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[2].position'
[2022-03-10 10:15:49,369] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[3].position'
[2022-03-10 10:15:49,370] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[4].position'
[2022-03-10 10:15:49,370] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[5].position'
[2022-03-10 10:15:49,370] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[6].position'
[2022-03-10 10:15:49,370] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[7].position'
[2022-03-10 10:15:49,370] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[0].halfVector'
